0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0, 1148, 0
2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0, 2240, 0
2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0, 2294, 0
3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0, 3166, 0
3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0, 3831, 0
5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0, 5120, 0
5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0, 5690, 0
6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0, 6888, 0
6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0, 6880, 0
6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0, 6708, 0
6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0, 6872, 0
7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0, 7684, 0
8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0, 8785, 0
9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0, 9012, 0
9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0, 9228, 0
9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0, 9433, 0
454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512, 454, 512
1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511, 1907, 511
3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510, 3454, 510
