Time [s],Power [W]
1.3759310245513916,7.8
2.2253777980804443,7.8
2.3859217166900635,7.8
2.467628002166748,7.8
2.86735463142395,7.8
3.1218225955963135,7.8
3.2076661586761475,7.9
3.316499948501587,7.9
3.4018867015838623,7.9
3.4899590015411377,7.9
3.5789663791656494,7.9
3.668457508087158,7.9
3.748075008392334,7.9
4.456320285797119,7.9
4.534778594970703,7.9
4.6148293018341064,7.9
5.028412818908691,8.3
6.111260890960693,8.3
6.19143009185791,8.3
6.432896137237549,7.8
6.513787031173706,7.8
6.592531204223633,7.8
6.670307636260986,7.8
6.746565818786621,7.8
6.823170185089111,7.8
7.109622478485107,7.8
7.369622707366943,7.81
7.445526599884033,7.8
7.922640323638916,7.9
8.001984596252441,7.9
8.077265739440918,7.9
8.155845165252686,7.9
8.233924627304077,7.9
8.632259607315063,7.9
8.716290712356567,7.9
9.20086932182312,8.0
10.159300804138184,8.0
10.330774784088135,8.0
10.635581254959106,8.0
10.867372274398804,8.1
10.945828914642334,8.1
11.024247646331787,8.1
11.527266263961792,8.1
11.6826491355896,8.1
11.769401550292969,8.1
12.01950979232788,8.1
12.103157758712769,8.1
12.196494817733765,8.1
13.12933897972107,8.0
13.276494979858398,8.0
13.35732388496399,8.0
13.436202049255371,8.0
13.51866865158081,8.0
13.7432222366333,8.0
13.908667802810669,8.0
13.997422695159912,8.0
14.475244045257568,8.0
14.56455683708191,8.0
14.661752462387085,8.0
15.04275918006897,8.0
15.191360473632812,8.0
15.277488231658936,8.0
15.354668855667114,8.1
15.4313485622406,8.1
15.510704755783081,8.1
15.583808898925781,8.1
15.661650657653809,8.1
15.744173288345337,8.1
16.00325345993042,8.1
16.229182958602905,8.1
16.317651748657227,8.1
16.4068443775177,8.1
16.96776795387268,8.2
17.110183715820312,8.2
17.19486379623413,8.2
17.275657415390015,8.2
17.354746103286743,8.2
17.42779231071472,8.2
17.51182246208191,8.2
17.585151433944702,8.2
18.146321535110474,8.2
18.224080562591553,8.2
18.30341672897339,8.2
18.380282640457153,8.2
18.461093425750732,8.2
19.03346848487854,8.2
19.106590032577515,8.2
19.18610954284668,8.2
19.26446008682251,8.2
19.47222638130188,8.2
19.547735929489136,8.2
19.625841856002808,8.2
19.704038858413696,8.2
19.78426241874695,8.6
19.86673069000244,8.6
20.22291398048401,8.6
20.467487335205078,8.6
20.542713403701782,8.6
20.62245225906372,8.6
20.699676036834717,8.6
20.885453462600708,8.6
20.96368956565857,8.6
21.03689742088318,8.6
21.123589277267456,8.6
21.196974515914917,8.6
21.2757887840271,8.2
21.50411105155945,8.2
21.9909930229187,8.2
22.62958264350891,8.3
22.70493769645691,8.3
23.043606519699097,8.3
23.199766397476196,8.3
23.288854122161865,8.3
23.38537859916687,8.3
23.467894554138184,8.3
23.552639961242676,8.3
23.66661286354065,8.3
23.76054811477661,8.3
23.8532452583313,8.3
23.940401077270508,8.3
24.019856691360474,8.3
24.0913302898407,8.3
24.175203561782837,8.3
24.251121997833252,8.1
25.10858941078186,8.1
25.182635068893433,8.1
25.26293635368347,8.1
25.336047887802124,8.1
25.414224863052368,8.1
25.664363145828247,8.1
25.74323034286499,8.2
25.82399320602417,8.2
26.243239879608154,8.2
26.31929612159729,8.2
26.39481830596924,8.2
26.47661256790161,8.2
26.55285096168518,8.2
26.625837802886963,8.2
26.70720410346985,8.2
26.78333616256714,8.2
26.859521627426147,8.2
26.940199375152588,8.2
27.019716024398804,8.2
27.112905025482178,8.2
27.26644206047058,8.1
27.461856365203857,8.1
27.538042545318604,8.1
27.781463384628296,8.1
27.856331825256348,8.1
27.938220977783203,8.1
28.01173186302185,8.1
28.089450359344482,8.1
28.164663791656494,8.1
28.244953155517578,8.1
28.323559045791626,8.1
28.400826454162598,8.1
28.4892897605896,8.1
28.575205087661743,8.1
28.648080110549927,8.1
28.726480960845947,8.1
29.03290343284607,8.1
29.117947340011597,8.1
29.20988917350769,8.1
29.515202045440674,8.1
29.83824110031128,8.1
