Time [s],Power [W]
1.6116611957550049,8.2
1.700463056564331,8.2
1.7816081047058105,8.2
1.877918004989624,8.2
1.9681775569915771,8.2
2.0704853534698486,8.2
2.1993558406829834,8.2
2.3027961254119873,8.2
2.4448537826538086,8.2
2.5528085231781006,8.2
2.6374564170837402,8.2
2.967182159423828,8.2
3.0569705963134766,8.2
3.1544992923736572,8.2
3.2409942150115967,8.2
3.4583075046539307,8.2
3.557440996170044,8.2
3.649434804916382,8.2
3.7382569313049316,8.2
3.8310322761535645,8.2
3.9281585216522217,8.2
4.091078519821167,8.1
4.331003904342651,8.1
4.409563302993774,8.1
4.491573095321655,8.1
4.568559885025024,8.1
4.650250196456909,8.1
4.725895643234253,8.1
4.86177134513855,8.1
4.9481446743011475,8.1
5.038384675979614,8.1
5.295619487762451,8.1
5.37777042388916,8.1
5.454849481582642,8.1
5.529866933822632,8.1
5.6084136962890625,8.1
5.7629430294036865,8.1
5.844389915466309,8.1
6.010398626327515,8.1
6.08592963218689,8.1
6.257807016372681,8.1
6.335401773452759,8.1
6.415764570236206,8.1
6.501728534698486,8.1
6.584833860397339,8.1
6.838088035583496,8.1
6.924306869506836,8.1
7.001831293106079,8.1
7.092500686645508,8.1
7.2083961963653564,8.1
7.3055100440979,8.1
7.394448280334473,8.1
7.598429203033447,8.1
7.688829183578491,8.1
7.77857518196106,8.1
7.944546699523926,8.1
8.074306964874268,8.1
8.198509931564331,8.1
8.28770136833191,8.1
8.379583358764648,8.1
8.475861310958862,8.1
8.61578106880188,8.1
8.70898699760437,8.1
9.141730070114136,8.1
9.38404130935669,8.1
9.474802017211914,8.1
9.56824541091919,8.1
10.272891283035278,8.1
10.517314195632935,8.1
10.589970827102661,8.1
10.670064449310303,8.1
10.750754117965698,8.1
10.828734397888184,8.1
10.923010110855103,8.1
11.01544713973999,8.1
11.145745515823364,8.1
11.237117528915405,8.1
11.331491231918335,8.1
11.41651964187622,8.1
11.684117794036865,9.4
11.773800134658813,9.4
11.855670928955078,9.4
11.944713354110718,9.4
12.033883810043335,9.4
12.667099714279175,9.4
12.744109392166138,9.4
12.826812744140625,9.4
12.921127796173096,9.4
13.010533809661865,9.9
13.138537168502808,8.9
13.56406307220459,8.9
13.64493203163147,8.9
13.72570013999939,8.9
14.112752914428711,8.9
14.315430402755737,8.9
14.452447414398193,8.9
14.534667015075684,8.9
14.6186044216156,8.9
14.702149152755737,8.9
14.79585862159729,8.9
14.898297548294067,8.9
15.028372526168823,8.9
15.1517493724823,8.9
15.25877046585083,8.9
15.357848882675171,8.9
15.459863185882568,8.9
15.561706781387329,8.9
15.654345035552979,8.9
15.749250411987305,8.9
15.845843076705933,8.9
15.946209192276001,8.9
16.06168031692505,8.9
16.167354106903076,8.9
16.27477741241455,8.9
16.378446340560913,8.9
16.466768980026245,8.9
16.76785659790039,8.9
17.011796474456787,8.9
17.200746297836304,8.9
17.293965339660645,8.9
17.39461588859558,8.9
17.48131561279297,8.9
17.57140326499939,8.9
17.661726236343384,8.9
17.738197803497314,8.9
17.81424117088318,8.9
17.908111333847046,8.9
17.987324476242065,8.9
18.059608221054077,8.9
18.662501573562622,8.9
18.762507438659668,8.9
18.85166597366333,8.9
18.948855876922607,8.9
19.22443675994873,9.0
19.32993245124817,9.0
19.431371450424194,9.0
19.5486102104187,9.0
19.673421382904053,9.0
19.772990226745605,9.0
19.90630555152893,9.0
20.045976638793945,9.0
20.14746642112732,9.0
20.29812741279602,9.0
20.41816020011902,9.0
20.55120539665222,9.0
20.68950891494751,9.1
20.784489631652832,9.1
20.92949652671814,9.1
21.08821201324463,9.1
21.254989862442017,9.1
21.33746099472046,9.1
21.53291916847229,9.1
21.699782848358154,9.1
21.78438949584961,9.1
21.860517978668213,9.1
22.493021249771118,8.9
22.575066804885864,8.9
22.65479326248169,8.9
22.73763084411621,8.9
22.92519450187683,8.9
23.108729362487793,8.9
23.357629537582397,8.9
23.435583114624023,8.9
23.50989317893982,8.9
23.58912706375122,8.9
23.66635036468506,8.9
23.7449848651886,8.9
23.825846910476685,8.9
23.912657260894775,8.9
23.990039587020874,8.9
24.066701650619507,8.9
24.147814989089966,8.9
24.22426462173462,8.9
24.350478887557983,8.9
24.465051651000977,8.9
24.704182863235474,8.9
24.79731035232544,8.9
24.88526701927185,8.9
24.982560873031616,8.9
25.072266101837158,8.9
25.195805311203003,9.6
25.324352264404297,9.6
25.502066135406494,9.6
25.57621121406555,9.6
25.6553053855896,9.6
25.893444299697876,9.6
26.000745058059692,9.6
26.087252855300903,9.6
26.17188024520874,9.6
26.392996549606323,9.6
26.4978244304657,9.6
26.611332416534424,9.6
26.721949338912964,9.6
26.840346336364746,9.6
26.983843326568604,9.6
27.077752113342285,9.6
27.167537689208984,9.6
27.26744294166565,9.6
27.354519605636597,9.6
27.449305534362793,9.6
27.559109687805176,9.6
27.651848077774048,9.6
27.74693489074707,9.6
27.838931560516357,9.6
28.60040545463562,9.6
28.68799924850464,9.6
28.7602276802063,9.6
28.888169765472412,9.6
28.96210479736328,9.6
29.03981590270996,9.6
29.12305974960327,9.6
29.210703372955322,9.6
29.292195558547974,9.6
29.399790287017822,9.6
29.489459991455078,9.6
29.765607833862305,9.6
29.84166431427002,9.6
29.919700860977173,9.6
29.99606490135193,9.6
30.418394804000854,9.6
30.49910259246826,9.6
30.647194623947144,9.6
30.729424238204956,9.6
30.807247161865234,9.6
30.879410982131958,9.6
30.961728811264038,9.5
31.03788685798645,9.5
31.120314836502075,9.5
31.19464612007141,9.5
31.275055646896362,9.5
31.351553678512573,9.5
31.525569200515747,9.5
31.878506183624268,9.5
31.952449083328247,9.5
32.03314542770386,9.5
32.11783719062805,9.5
32.21059060096741,9.5
32.29711174964905,9.5
32.37888479232788,9.5
32.50645208358765,9.6
32.71533727645874,9.6
32.79788088798523,9.6
32.873425245285034,9.6
32.95640206336975,9.6
33.02973651885986,9.6
33.111501932144165,9.6
33.55246019363403,9.6
33.736289739608765,9.6
33.8221652507782,9.6
33.901607275009155,9.6
34.04640746116638,9.6
34.136842250823975,9.6
34.21285629272461,9.6
34.291860818862915,9.6
34.55938410758972,9.6
34.63734793663025,9.6
34.712478160858154,9.6
34.793198108673096,9.6
34.88286566734314,9.6
34.956981897354126,9.6
35.03803205490112,9.6
35.114630937576294,9.6
35.19399666786194,9.6
35.380892753601074,9.6
35.482922315597534,9.6
35.58266496658325,9.6
35.87970232963562,9.5
35.99604821205139,9.1
36.107146978378296,9.1
36.23048949241638,9.5
36.3665657043457,9.5
36.4732232093811,9.5
36.55699682235718,9.5
36.687999963760376,9.5
36.84357690811157,9.5
