Time [s],Power [W]
1.5829758644104004,7.3
1.8044555187225342,7.3
1.8952279090881348,7.3
1.9744782447814941,7.3
2.062533140182495,7.3
2.236262798309326,7.3
2.3327722549438477,7.3
2.457031011581421,7.3
2.5693540573120117,7.3
2.7373077869415283,7.3
2.8466014862060547,7.3
2.9351305961608887,7.3
3.0372111797332764,7.3
3.141235113143921,7.3
3.3207924365997314,7.3
3.521381378173828,7.3
3.596837282180786,7.3
3.6769025325775146,7.3
3.751295804977417,7.3
3.8322322368621826,7.3
3.908858060836792,7.3
4.820829153060913,7.3
4.903173446655273,7.3
4.990074157714844,7.3
5.070994853973389,7.3
5.152328252792358,7.3
5.2260236740112305,7.3
5.348275661468506,7.3
5.42624306678772,7.3
5.506952524185181,7.3
5.5851686000823975,7.3
5.665277481079102,7.3
5.740943670272827,7.3
5.8139848709106445,7.3
5.892532825469971,7.3
5.971832990646362,7.3
6.0528564453125,7.3
6.1291258335113525,7.3
6.2146406173706055,7.3
6.535404682159424,7.3
6.61773419380188,7.3
6.689922094345093,7.3
6.769612550735474,7.3
6.850393056869507,7.3
6.920616149902344,7.3
7.001612424850464,7.3
7.078821659088135,7.3
7.157442808151245,7.3
7.2457075119018555,7.3
7.320319652557373,7.3
7.406258583068848,7.3
7.608153820037842,7.3
7.6911866664886475,7.3
7.78090238571167,7.3
7.862657308578491,7.3
7.937427282333374,7.3
8.01962161064148,7.3
8.093043088912964,7.3
8.168838262557983,7.3
8.24476170539856,7.3
8.322599411010742,7.3
8.4004807472229,7.3
8.479767084121704,7.3
8.552122116088867,7.3
8.631261587142944,7.3
8.70998740196228,7.3
8.786452293395996,7.3
8.863105297088623,7.3
8.940791845321655,7.3
9.335946321487427,7.3
9.50425386428833,7.3
9.731704711914062,7.3
9.890734434127808,7.3
10.292478799819946,7.3
10.467725276947021,7.3
10.611120223999023,7.3
10.706804990768433,7.8
10.811593294143677,7.8
10.921985864639282,7.8
11.063772916793823,7.8
11.157766103744507,7.8
11.266008615493774,7.8
11.372451782226562,7.8
11.482621431350708,7.8
11.592977523803711,7.8
11.684927940368652,7.8
11.786606073379517,7.8
