Time [s],Power [W]
1.564478874206543,7.0
1.6603236198425293,7.0
1.7442693710327148,7.0
1.8344597816467285,7.0
1.9118287563323975,7.0
2.002995252609253,7.0
2.098052740097046,7.0
2.192383050918579,7.0
2.2705538272857666,7.0
2.3572397232055664,7.0
2.4607954025268555,7.0
2.569272994995117,7.0
2.7023072242736816,7.0
2.7975499629974365,7.0
2.915940523147583,7.0
3.0491271018981934,7.0
3.1555724143981934,7.0
3.3838586807250977,7.0
3.4790279865264893,7.0
3.79402232170105,7.0
3.884629487991333,7.0
3.977226972579956,7.0
4.071932554244995,7.0
4.163993835449219,7.0
4.256657838821411,7.0
4.346930742263794,7.0
4.440375089645386,7.0
4.539315223693848,7.0
4.676543474197388,7.0
4.882422685623169,7.0
4.9897754192352295,7.0
5.123053789138794,7.0
5.283063888549805,7.0
5.406012296676636,7.0
5.5039732456207275,7.0
5.630713939666748,7.0
5.714959144592285,7.0
5.810455322265625,7.0
5.906003713607788,7.0
6.000938415527344,7.0
6.090750455856323,7.0
6.1848180294036865,7.0
6.278241872787476,7.0
6.417994499206543,7.0
6.547548532485962,7.0
6.94921088218689,7.0
7.136985540390015,7.0
7.4690937995910645,7.0
7.713510274887085,8.0
7.798192024230957,8.0
7.89220929145813,8.0
7.980321645736694,8.0
8.056141138076782,8.0
8.136752128601074,8.0
8.219967603683472,8.0
8.307051420211792,8.0
8.402170181274414,8.0
8.48445749282837,8.0
8.568656206130981,8.0
8.88343596458435,8.0
8.975358724594116,8.0
9.059441804885864,8.0
9.46581482887268,7.8
9.56875228881836,7.8
9.665775060653687,7.8
9.760178565979004,7.8
9.855441331863403,7.8
9.939042329788208,7.8
10.02846074104309,7.8
10.12467622756958,7.8
10.22384762763977,7.8
10.315009355545044,7.8
10.407726764678955,7.8
10.525612115859985,7.8
11.005616903305054,7.8
11.083638668060303,7.8
11.163147926330566,7.8
11.408701181411743,7.8
11.667165517807007,7.8
11.74474287033081,7.8
11.83567500114441,7.8
11.98490595817566,7.8
12.065016269683838,7.8
12.141474962234497,7.8
12.219042301177979,7.8
12.293090343475342,7.8
12.381490230560303,7.8
12.479440927505493,7.8
12.558803081512451,7.8
12.63730239868164,7.8
12.714012622833252,7.8
12.799195289611816,7.8
12.886501550674438,7.8
12.968382120132446,7.8
13.042648553848267,7.8
13.121097326278687,7.8
13.320443630218506,7.8
13.405181169509888,7.8
13.495290040969849,7.8
13.575413942337036,7.8
13.650177717208862,7.8
13.727041721343994,7.8
13.809160470962524,7.8
13.884716272354126,7.8
13.961991548538208,7.8
14.046160459518433,7.8
14.125699043273926,7.8
14.214634895324707,7.8
14.293233156204224,7.8
14.370066165924072,7.8
14.619916915893555,7.8
14.706162691116333,7.8
14.802160263061523,7.8
14.909162998199463,7.8
15.017711400985718,7.8
15.109330892562866,7.8
15.210780620574951,7.8
15.318721055984497,7.8
15.405202865600586,7.8
15.497640609741211,7.8
15.587783336639404,7.8
15.68230676651001,7.8
15.851756572723389,7.8
15.954678297042847,7.8
16.074490547180176,7.8
16.169724702835083,7.8
16.261412382125854,7.8
16.3640398979187,7.8
16.44848132133484,7.8
16.545912504196167,7.8
16.637994050979614,7.8
16.83087468147278,7.8
16.93647074699402,7.8
17.036966562271118,7.8
17.144845008850098,7.8
17.251205682754517,7.8
17.35145592689514,7.8
17.445629119873047,7.8
17.53722047805786,7.8
17.63453960418701,7.8
17.72152066230774,7.8
17.816609144210815,7.8
17.922184944152832,7.8
18.018380403518677,7.8
18.12174153327942,7.8
18.237435579299927,7.8
18.328827142715454,7.8
18.493341207504272,7.8
18.624151706695557,7.8
18.725237131118774,7.8
18.8140811920166,7.8
18.940781116485596,7.8
19.066388845443726,7.8
19.18721842765808,7.8
19.293402194976807,7.8
19.392786741256714,7.8
19.48654055595398,7.8
19.616936206817627,7.8
